"state","totalExpVote","totalVote","timeStamp","vote_Harris","vote_Trump","NAME","vote_Other","pctExpVote","pct_Harris","pct_Trump","ts_pretty","fips","leader","at_least_20pct_in","leader_margin","leader_margin_safe","leader_margin_abs","ak_district"
"IL",0,0,1-01-01,0,0,"Monroe County, Illinois",0,0,NA,NA,"No voting data yet","17133","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Montgomery County, Illinois",0,0,NA,NA,"No voting data yet","17135","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Morgan County, Illinois",0,0,NA,NA,"No voting data yet","17137","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Moultrie County, Illinois",0,0,NA,NA,"No voting data yet","17139","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Ogle County, Illinois",0,0,NA,NA,"No voting data yet","17141","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Peoria County, Illinois",0,0,NA,NA,"No voting data yet","17143","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Perry County, Illinois",0,0,NA,NA,"No voting data yet","17145","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Piatt County, Illinois",0,0,NA,NA,"No voting data yet","17147","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Pike County, Illinois",0,0,NA,NA,"No voting data yet","17149","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Pope County, Illinois",0,0,NA,NA,"No voting data yet","17151","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Pulaski County, Illinois",0,0,NA,NA,"No voting data yet","17153","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Putnam County, Illinois",0,0,NA,NA,"No voting data yet","17155","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Randolph County, Illinois",0,0,NA,NA,"No voting data yet","17157","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Richland County, Illinois",0,0,NA,NA,"No voting data yet","17159","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Rock Island County, Illinois",0,0,NA,NA,"No voting data yet","17161","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"St. Clair County, Illinois",0,0,NA,NA,"No voting data yet","17163","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Saline County, Illinois",0,0,NA,NA,"No voting data yet","17165","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Sangamon County, Illinois",0,0,NA,NA,"No voting data yet","17167","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Schuyler County, Illinois",0,0,NA,NA,"No voting data yet","17169","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Scott County, Illinois",0,0,NA,NA,"No voting data yet","17171","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Shelby County, Illinois",0,0,NA,NA,"No voting data yet","17173","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Stark County, Illinois",0,0,NA,NA,"No voting data yet","17175","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Stephenson County, Illinois",0,0,NA,NA,"No voting data yet","17177","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Tazewell County, Illinois",0,0,NA,NA,"No voting data yet","17179","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Union County, Illinois",0,0,NA,NA,"No voting data yet","17181","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Vermilion County, Illinois",0,0,NA,NA,"No voting data yet","17183","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Wabash County, Illinois",0,0,NA,NA,"No voting data yet","17185","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Warren County, Illinois",0,0,NA,NA,"No voting data yet","17187","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Washington County, Illinois",0,0,NA,NA,"No voting data yet","17189","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Wayne County, Illinois",0,0,NA,NA,"No voting data yet","17191","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"White County, Illinois",0,0,NA,NA,"No voting data yet","17193","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Whiteside County, Illinois",0,0,NA,NA,"No voting data yet","17195","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Will County, Illinois",0,0,NA,NA,"No voting data yet","17197","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Williamson County, Illinois",0,0,NA,NA,"No voting data yet","17199","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Winnebago County, Illinois",0,0,NA,NA,"No voting data yet","17201","NA","lessThan20pctIn",NA,NA,NA,NA
"IL",0,0,1-01-01,0,0,"Woodford County, Illinois",0,0,NA,NA,"No voting data yet","17203","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Adams County, Indiana",0,0,NA,NA,"No voting data yet","18001","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Allen County, Indiana",0,0,NA,NA,"No voting data yet","18003","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Bartholomew County, Indiana",0,0,NA,NA,"No voting data yet","18005","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Benton County, Indiana",0,0,NA,NA,"No voting data yet","18007","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Blackford County, Indiana",0,0,NA,NA,"No voting data yet","18009","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Boone County, Indiana",0,0,NA,NA,"No voting data yet","18011","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Brown County, Indiana",0,0,NA,NA,"No voting data yet","18013","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Carroll County, Indiana",0,0,NA,NA,"No voting data yet","18015","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Cass County, Indiana",0,0,NA,NA,"No voting data yet","18017","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Clark County, Indiana",0,0,NA,NA,"No voting data yet","18019","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Clay County, Indiana",0,0,NA,NA,"No voting data yet","18021","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Clinton County, Indiana",0,0,NA,NA,"No voting data yet","18023","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Crawford County, Indiana",0,0,NA,NA,"No voting data yet","18025","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Daviess County, Indiana",0,0,NA,NA,"No voting data yet","18027","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Dearborn County, Indiana",0,0,NA,NA,"No voting data yet","18029","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Decatur County, Indiana",0,0,NA,NA,"No voting data yet","18031","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"DeKalb County, Indiana",0,0,NA,NA,"No voting data yet","18033","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Delaware County, Indiana",0,0,NA,NA,"No voting data yet","18035","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Dubois County, Indiana",0,0,NA,NA,"No voting data yet","18037","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Elkhart County, Indiana",0,0,NA,NA,"No voting data yet","18039","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Fayette County, Indiana",0,0,NA,NA,"No voting data yet","18041","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Floyd County, Indiana",0,0,NA,NA,"No voting data yet","18043","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Fountain County, Indiana",0,0,NA,NA,"No voting data yet","18045","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Franklin County, Indiana",0,0,NA,NA,"No voting data yet","18047","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Fulton County, Indiana",0,0,NA,NA,"No voting data yet","18049","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Gibson County, Indiana",0,0,NA,NA,"No voting data yet","18051","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Grant County, Indiana",0,0,NA,NA,"No voting data yet","18053","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Greene County, Indiana",0,0,NA,NA,"No voting data yet","18055","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Hamilton County, Indiana",0,0,NA,NA,"No voting data yet","18057","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Hancock County, Indiana",0,0,NA,NA,"No voting data yet","18059","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Harrison County, Indiana",0,0,NA,NA,"No voting data yet","18061","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Hendricks County, Indiana",0,0,NA,NA,"No voting data yet","18063","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Henry County, Indiana",0,0,NA,NA,"No voting data yet","18065","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Howard County, Indiana",0,0,NA,NA,"No voting data yet","18067","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Huntington County, Indiana",0,0,NA,NA,"No voting data yet","18069","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Jackson County, Indiana",0,0,NA,NA,"No voting data yet","18071","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Jasper County, Indiana",0,0,NA,NA,"No voting data yet","18073","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Jay County, Indiana",0,0,NA,NA,"No voting data yet","18075","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Jefferson County, Indiana",0,0,NA,NA,"No voting data yet","18077","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Jennings County, Indiana",0,0,NA,NA,"No voting data yet","18079","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Johnson County, Indiana",0,0,NA,NA,"No voting data yet","18081","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Knox County, Indiana",0,0,NA,NA,"No voting data yet","18083","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Kosciusko County, Indiana",0,0,NA,NA,"No voting data yet","18085","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"LaGrange County, Indiana",0,0,NA,NA,"No voting data yet","18087","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Lake County, Indiana",0,0,NA,NA,"No voting data yet","18089","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"LaPorte County, Indiana",0,0,NA,NA,"No voting data yet","18091","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Lawrence County, Indiana",0,0,NA,NA,"No voting data yet","18093","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Madison County, Indiana",0,0,NA,NA,"No voting data yet","18095","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Marion County, Indiana",0,0,NA,NA,"No voting data yet","18097","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Marshall County, Indiana",0,0,NA,NA,"No voting data yet","18099","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Martin County, Indiana",0,0,NA,NA,"No voting data yet","18101","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Miami County, Indiana",0,0,NA,NA,"No voting data yet","18103","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Monroe County, Indiana",0,0,NA,NA,"No voting data yet","18105","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Montgomery County, Indiana",0,0,NA,NA,"No voting data yet","18107","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Morgan County, Indiana",0,0,NA,NA,"No voting data yet","18109","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Newton County, Indiana",0,0,NA,NA,"No voting data yet","18111","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Noble County, Indiana",0,0,NA,NA,"No voting data yet","18113","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Ohio County, Indiana",0,0,NA,NA,"No voting data yet","18115","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Orange County, Indiana",0,0,NA,NA,"No voting data yet","18117","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Owen County, Indiana",0,0,NA,NA,"No voting data yet","18119","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Parke County, Indiana",0,0,NA,NA,"No voting data yet","18121","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Perry County, Indiana",0,0,NA,NA,"No voting data yet","18123","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Pike County, Indiana",0,0,NA,NA,"No voting data yet","18125","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Porter County, Indiana",0,0,NA,NA,"No voting data yet","18127","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Posey County, Indiana",0,0,NA,NA,"No voting data yet","18129","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Pulaski County, Indiana",0,0,NA,NA,"No voting data yet","18131","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Putnam County, Indiana",0,0,NA,NA,"No voting data yet","18133","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Randolph County, Indiana",0,0,NA,NA,"No voting data yet","18135","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Ripley County, Indiana",0,0,NA,NA,"No voting data yet","18137","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Rush County, Indiana",0,0,NA,NA,"No voting data yet","18139","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"St. Joseph County, Indiana",0,0,NA,NA,"No voting data yet","18141","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Scott County, Indiana",0,0,NA,NA,"No voting data yet","18143","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Shelby County, Indiana",0,0,NA,NA,"No voting data yet","18145","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Spencer County, Indiana",0,0,NA,NA,"No voting data yet","18147","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Starke County, Indiana",0,0,NA,NA,"No voting data yet","18149","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Steuben County, Indiana",0,0,NA,NA,"No voting data yet","18151","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Sullivan County, Indiana",0,0,NA,NA,"No voting data yet","18153","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Switzerland County, Indiana",0,0,NA,NA,"No voting data yet","18155","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Tippecanoe County, Indiana",0,0,NA,NA,"No voting data yet","18157","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Tipton County, Indiana",0,0,NA,NA,"No voting data yet","18159","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Union County, Indiana",0,0,NA,NA,"No voting data yet","18161","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Vanderburgh County, Indiana",0,0,NA,NA,"No voting data yet","18163","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Vermillion County, Indiana",0,0,NA,NA,"No voting data yet","18165","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Vigo County, Indiana",0,0,NA,NA,"No voting data yet","18167","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Wabash County, Indiana",0,0,NA,NA,"No voting data yet","18169","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Warren County, Indiana",0,0,NA,NA,"No voting data yet","18171","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Warrick County, Indiana",0,0,NA,NA,"No voting data yet","18173","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Washington County, Indiana",0,0,NA,NA,"No voting data yet","18175","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Wayne County, Indiana",0,0,NA,NA,"No voting data yet","18177","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Wells County, Indiana",0,0,NA,NA,"No voting data yet","18179","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"White County, Indiana",0,0,NA,NA,"No voting data yet","18181","NA","lessThan20pctIn",NA,NA,NA,NA
"IN",0,0,1-01-01,0,0,"Whitley County, Indiana",0,0,NA,NA,"No voting data yet","18183","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Adair County, Iowa",0,0,NA,NA,"No voting data yet","19001","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Adams County, Iowa",0,0,NA,NA,"No voting data yet","19003","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Allamakee County, Iowa",0,0,NA,NA,"No voting data yet","19005","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Appanoose County, Iowa",0,0,NA,NA,"No voting data yet","19007","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Audubon County, Iowa",0,0,NA,NA,"No voting data yet","19009","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Benton County, Iowa",0,0,NA,NA,"No voting data yet","19011","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Black Hawk County, Iowa",0,0,NA,NA,"No voting data yet","19013","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Boone County, Iowa",0,0,NA,NA,"No voting data yet","19015","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Bremer County, Iowa",0,0,NA,NA,"No voting data yet","19017","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Buchanan County, Iowa",0,0,NA,NA,"No voting data yet","19019","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Buena Vista County, Iowa",0,0,NA,NA,"No voting data yet","19021","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Butler County, Iowa",0,0,NA,NA,"No voting data yet","19023","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Calhoun County, Iowa",0,0,NA,NA,"No voting data yet","19025","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Carroll County, Iowa",0,0,NA,NA,"No voting data yet","19027","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Cass County, Iowa",0,0,NA,NA,"No voting data yet","19029","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Cedar County, Iowa",0,0,NA,NA,"No voting data yet","19031","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Cerro Gordo County, Iowa",0,0,NA,NA,"No voting data yet","19033","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Cherokee County, Iowa",0,0,NA,NA,"No voting data yet","19035","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Chickasaw County, Iowa",0,0,NA,NA,"No voting data yet","19037","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Clarke County, Iowa",0,0,NA,NA,"No voting data yet","19039","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Clay County, Iowa",0,0,NA,NA,"No voting data yet","19041","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Clayton County, Iowa",0,0,NA,NA,"No voting data yet","19043","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Clinton County, Iowa",0,0,NA,NA,"No voting data yet","19045","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Crawford County, Iowa",0,0,NA,NA,"No voting data yet","19047","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Dallas County, Iowa",0,0,NA,NA,"No voting data yet","19049","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Davis County, Iowa",0,0,NA,NA,"No voting data yet","19051","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Decatur County, Iowa",0,0,NA,NA,"No voting data yet","19053","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Delaware County, Iowa",0,0,NA,NA,"No voting data yet","19055","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Des Moines County, Iowa",0,0,NA,NA,"No voting data yet","19057","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Dickinson County, Iowa",0,0,NA,NA,"No voting data yet","19059","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Dubuque County, Iowa",0,0,NA,NA,"No voting data yet","19061","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Emmet County, Iowa",0,0,NA,NA,"No voting data yet","19063","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Fayette County, Iowa",0,0,NA,NA,"No voting data yet","19065","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Floyd County, Iowa",0,0,NA,NA,"No voting data yet","19067","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Franklin County, Iowa",0,0,NA,NA,"No voting data yet","19069","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Fremont County, Iowa",0,0,NA,NA,"No voting data yet","19071","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Greene County, Iowa",0,0,NA,NA,"No voting data yet","19073","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Grundy County, Iowa",0,0,NA,NA,"No voting data yet","19075","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Guthrie County, Iowa",0,0,NA,NA,"No voting data yet","19077","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Hamilton County, Iowa",0,0,NA,NA,"No voting data yet","19079","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Hancock County, Iowa",0,0,NA,NA,"No voting data yet","19081","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Hardin County, Iowa",0,0,NA,NA,"No voting data yet","19083","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Harrison County, Iowa",0,0,NA,NA,"No voting data yet","19085","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Henry County, Iowa",0,0,NA,NA,"No voting data yet","19087","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Howard County, Iowa",0,0,NA,NA,"No voting data yet","19089","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Humboldt County, Iowa",0,0,NA,NA,"No voting data yet","19091","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Ida County, Iowa",0,0,NA,NA,"No voting data yet","19093","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Iowa County, Iowa",0,0,NA,NA,"No voting data yet","19095","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Jackson County, Iowa",0,0,NA,NA,"No voting data yet","19097","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Jasper County, Iowa",0,0,NA,NA,"No voting data yet","19099","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Jefferson County, Iowa",0,0,NA,NA,"No voting data yet","19101","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Johnson County, Iowa",0,0,NA,NA,"No voting data yet","19103","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Jones County, Iowa",0,0,NA,NA,"No voting data yet","19105","NA","lessThan20pctIn",NA,NA,NA,NA
"IA",0,0,1-01-01,0,0,"Keokuk County, Iowa",0,0,NA,NA,"No voting data yet","19107","NA","lessThan20pctIn",NA,NA,NA,NA
