"name","fips","precinctsOf","precinctsIn","pctPrecIn","pctExpVote","totalVote","ts","vote_Trump","vote_Biden","vote_Jorgensen","vote_Write-ins","pct_Trump","pct_Biden","pct_Jorgensen","pct_Write-ins","pct_diff","state","vote_Ventura","vote_Blankenship","vote_Pierce","vote_De La Fuente","pct_Ventura","pct_Blankenship","pct_Pierce","pct_De La Fuente","vote_La Riva","vote_Collins","vote_West","vote_Hawkins","vote_Gammon","vote_Carroll","vote_Myers","pct_La Riva","pct_Collins","pct_West","pct_Hawkins","pct_Gammon","pct_Carroll","pct_Myers"
"ED 28","2928",9,9,100,50.1602821,12831,"2021-01-11T18:33:34Z",6162,6264,219,82,48,48.8,1.7,0.6,-0.799999999999997,"AK",69,16,16,3,0.5,0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 29","2929",11,11,100,100,10784,"2021-01-11T18:33:55Z",7464,2985,190,37,69.2,27.7,1.8,0.3,41.5,"AK",69,26,10,3,0.6,0.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 30","2930",6,6,100,100,10226,"2021-01-11T18:34:17Z",7180,2638,270,50,70.2,25.8,2.6,0.5,44.4,"AK",42,26,17,3,0.4,0.3,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 31","2931",9,9,100,100,12481,"2021-01-11T18:34:33Z",6971,5037,250,71,55.9,40.4,2,0.6,15.5,"AK",100,27,18,7,0.8,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 32","2932",14,14,100,100,8361,"2021-01-26T16:12:37Z",4440,3506,238,26,53.1,41.9,2.8,0.3,11.2,"AK",105,21,21,4,1.3,0.3,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 33","2933",11,11,100,100,11016,"2021-01-26T16:13:46Z",3059,7535,197,61,27.8,68.4,1.8,0.6,-40.6,"AK",103,27,25,9,0.9,0.2,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 34","2934",7,7,100,100,10794,"2021-01-11T18:35:20Z",4543,5763,279,65,42.1,53.4,2.6,0.6,-11.3,"AK",68,36,34,6,0.6,0.3,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 35","2935",14,14,100,100,10149,"2021-01-26T16:12:42Z",4769,5011,170,47,47,49.4,1.7,0.5,-2.4,"AK",95,35,16,6,0.9,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 36","2936",10,10,100,100,9331,"2021-01-26T16:14:42Z",5114,3796,245,39,54.8,40.7,2.6,0.4,14.1,"AK",79,30,20,8,0.8,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 37","2937",35,35,100,100,5168,"2021-01-26T16:12:47Z",2358,2560,86,26,45.6,49.5,1.7,0.5,-3.9,"AK",56,51,17,14,1.1,1,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 38","2938",31,31,100,100,5336,"2021-01-26T16:12:51Z",1737,3202,105,37,32.6,60,2,0.7,-27.4,"AK",112,52,61,30,2.1,1,1.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 39","2939",33,33,100,100,5930,"2021-01-26T16:12:56Z",1939,3580,123,39,32.7,60.4,2.1,0.7,-27.7,"AK",104,80,45,20,1.8,1.3,0.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ED 40","2940",23,23,100,100,4628,"2021-01-26T16:13:00Z",1994,2318,94,25,43.1,50.1,2,0.5,-7,"AK",86,47,39,25,1.9,1,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apache","4001",44,44,100,100,35183,"2020-11-30T21:17:04Z",11442,23293,437,11,32.5,66.2,1.2,0,-33.7,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cochise","4003",49,49,100,100,60473,"2020-11-30T21:18:23Z",35557,23732,1153,31,58.8,39.2,1.9,0.1,19.6,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coconino","4005",71,71,100,100,73346,"2020-11-30T21:16:44Z",27052,44698,1522,74,36.9,60.9,2.1,0.1,-24,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gila","4007",39,39,100,100,27678,"2020-11-30T21:19:20Z",18377,8943,342,16,66.4,32.3,1.2,0.1,34.1,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graham","4009",22,22,100,100,14996,"2020-11-30T21:16:28Z",10749,4034,212,1,71.7,26.9,1.4,0,44.8,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greenlee","4011",8,8,100,100,3688,"2020-11-30T21:16:20Z",2433,1182,70,3,66,32,1.9,0.1,34,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Paz","4012",11,11,100,100,7460,"2020-11-30T21:49:29Z",5129,2236,93,2,68.8,30,1.2,0,38.8,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maricopa","4013",743,743,100,100,2069475,"2020-11-30T21:24:05Z",995665,1040774,31705,1331,48.1,50.3,1.5,0.1,-2.2,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohave","4015",24,24,100,100,104705,"2020-11-30T21:19:58Z",78535,24831,1302,37,75,23.7,1.2,0,51.3,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Navajo","4017",14,14,100,100,51783,"2020-11-30T21:15:44Z",27657,23383,727,16,53.4,45.2,1.4,0,8.2,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pima","4019",249,249,100,100,520735,"2020-11-30T21:18:28Z",207758,304981,7658,338,39.9,58.6,1.5,0.1,-18.7,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pinal","4021",102,102,100,100,185037,"2020-11-30T21:20:07Z",107077,75106,2791,63,57.9,40.6,1.5,0,17.3,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Cruz","4023",24,24,100,100,19561,"2020-11-30T21:14:45Z",6194,13138,224,5,31.7,67.2,1.1,0,-35.5,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yavapai","4025",45,45,100,100,143280,"2020-11-30T21:20:18Z",91527,49602,2092,59,63.9,34.6,1.5,0,29.3,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yuma","4027",44,44,100,100,69926,"2020-11-30T21:20:25Z",36534,32210,1137,45,52.2,46.1,1.6,0.1,6.1,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas","5001",30,30,100,100,6292,"2020-11-30T18:24:26Z",4304,1818,46,NA,68.4,28.9,0.7,NA,39.5,"AR",NA,9,4,7,NA,0.1,0.1,0.1,23,22,19,16,13,7,4,0.4,0.3,0.3,0.3,0.2,0.1,0.1
"Ashley","5003",30,30,100,100,7926,"2020-11-30T18:24:28Z",5548,2125,25,NA,70,26.8,0.3,NA,43.2,"AR",NA,30,5,9,NA,0.4,0.1,0.1,27,44,43,9,34,10,17,0.3,0.6,0.5,0.1,0.4,0.1,0.2
"Baxter","5005",43,43,100,100,21007,"2020-11-30T18:24:33Z",15836,4635,183,NA,75.4,22.1,0.9,NA,53.3,"AR",NA,78,41,24,NA,0.4,0.2,0.1,10,31,72,43,16,27,11,0,0.1,0.3,0.2,0.1,0.1,0.1
"Benton","5007",117,117,100,100,119912,"2020-11-24T13:21:45Z",73965,42249,1972,NA,61.7,35.2,1.6,NA,26.5,"AR",NA,115,275,153,NA,0.1,0.2,0.1,105,116,323,277,102,170,90,0.1,0.1,0.3,0.2,0.1,0.1,0.1
"Boone","5009",30,30,100,100,17114,"2020-11-30T18:24:39Z",13652,3064,153,NA,79.8,17.9,0.9,NA,61.9,"AR",NA,17,20,12,NA,0.1,0.1,0.1,9,22,39,55,21,37,13,0.1,0.1,0.2,0.3,0.1,0.2,0.1
"Bradley","5011",14,14,100,100,3654,"2020-11-30T18:24:48Z",2335,1214,33,NA,63.9,33.2,0.9,NA,30.7,"AR",NA,8,10,0,NA,0.2,0.3,0,14,10,15,4,1,6,4,0.4,0.3,0.4,0.1,0,0.2,0.1
"Calhoun","5013",20,20,100,100,2182,"2020-11-30T18:24:49Z",1636,479,16,NA,75,22,0.7,NA,53,"AR",NA,2,9,3,NA,0.1,0.4,0.1,2,6,12,8,4,3,2,0.1,0.3,0.5,0.4,0.2,0.1,0.1
"Carroll","5015",13,13,100,100,11797,"2020-11-24T13:22:00Z",7424,4023,100,NA,62.9,34.1,0.8,NA,28.8,"AR",NA,26,9,22,NA,0.2,0.1,0.2,5,22,40,48,20,28,30,0,0.2,0.3,0.4,0.2,0.2,0.3
"Chicot","5017",13,13,100,100,4103,"2020-11-30T18:25:12Z",1752,2260,17,NA,42.7,55.1,0.4,NA,-12.4,"AR",NA,5,16,2,NA,0.1,0.4,0,7,5,20,5,2,8,4,0.2,0.1,0.5,0.1,0,0.2,0.1
"Clark","5019",27,27,100,100,8395,"2020-11-24T13:22:09Z",4616,3438,79,NA,55,41,0.9,NA,14,"AR",NA,29,10,13,NA,0.3,0.1,0.2,12,66,37,48,12,24,11,0.1,0.8,0.4,0.6,0.1,0.3,0.1
"Clay","5021",17,17,100,100,5183,"2020-11-30T18:25:21Z",4086,962,53,NA,78.8,18.6,1,NA,60.2,"AR",NA,19,9,1,NA,0.4,0.2,0,3,13,11,11,4,3,8,0.1,0.3,0.2,0.2,0.1,0.1,0.2
"Cleburne","5023",34,34,100,100,12680,"2020-11-30T18:25:26Z",10328,1988,105,NA,81.5,15.7,0.8,NA,65.8,"AR",NA,57,10,7,NA,0.4,0.1,0.1,2,74,29,10,25,26,19,0,0.6,0.2,0.1,0.2,0.2,0.1
"Cleveland","5025",17,17,100,100,3600,"2020-11-30T18:25:34Z",2867,651,27,NA,79.6,18.1,0.8,NA,61.5,"AR",NA,5,11,5,NA,0.1,0.3,0.1,1,8,5,8,2,2,8,0,0.2,0.1,0.2,0.1,0.1,0.2
"Columbia","5027",14,14,100,100,8616,"2020-11-30T18:25:40Z",5500,2814,53,NA,63.8,32.7,0.6,NA,31.1,"AR",NA,47,11,27,NA,0.5,0.1,0.3,12,26,19,71,9,17,10,0.1,0.3,0.2,0.8,0.1,0.2,0.1
"Conway","5029",31,31,100,100,8685,"2020-11-30T18:25:45Z",5694,2615,78,NA,65.6,30.1,0.9,NA,35.5,"AR",NA,22,23,34,NA,0.3,0.3,0.4,5,88,31,18,20,8,49,0.1,1,0.4,0.2,0.2,0.1,0.6
"Craighead","5031",53,53,100,100,38511,"2020-11-30T18:25:53Z",25558,11921,440,NA,66.4,31,1.1,NA,35.4,"AR",NA,71,28,17,NA,0.2,0.1,0,40,40,157,121,43,64,11,0.1,0.1,0.4,0.3,0.1,0.2,0
"Crawford","5033",43,43,100,100,24091,"2020-11-30T18:26:06Z",18607,4959,274,NA,77.2,20.6,1.1,NA,56.6,"AR",NA,22,29,26,NA,0.1,0.1,0.1,8,39,49,35,22,9,12,0,0.2,0.2,0.1,0.1,0,0
"Crittenden","5035",22,22,100,100,16367,"2020-11-30T18:26:12Z",7333,8514,112,NA,44.8,52,0.7,NA,-7.2,"AR",NA,25,18,35,NA,0.2,0.1,0.2,22,45,128,29,63,24,19,0.1,0.3,0.8,0.2,0.4,0.1,0.1
"Cross","5037",21,21,100,100,6942,"2020-11-30T18:26:24Z",4946,1772,48,NA,71.2,25.5,0.7,NA,45.7,"AR",NA,14,21,4,NA,0.2,0.3,0.1,5,30,37,8,5,9,43,0.1,0.4,0.5,0.1,0.1,0.1,0.6
"Dallas","5039",9,9,100,100,2649,"2020-11-30T18:27:04Z",1573,963,14,NA,59.4,36.4,0.5,NA,23,"AR",NA,9,18,5,NA,0.3,0.7,0.2,9,8,19,3,8,3,17,0.3,0.3,0.7,0.1,0.3,0.1,0.6
"Desha","5041",21,21,100,100,4164,"2020-11-30T18:27:10Z",1921,2016,18,NA,46.1,48.4,0.4,NA,-2.3,"AR",NA,10,40,33,NA,0.2,1,0.8,37,10,24,10,5,5,35,0.9,0.2,0.6,0.2,0.1,0.1,0.8
"Drew","5043",19,19,100,100,6908,"2020-11-30T18:27:16Z",4349,2426,27,NA,63,35.1,0.4,NA,27.9,"AR",NA,2,10,3,NA,0,0.1,0,4,14,38,21,0,6,8,0.1,0.2,0.6,0.3,0,0.1,0.1
"Faulkner","5045",51,51,100,100,54428,"2020-11-24T13:22:52Z",34421,18347,840,NA,63.2,33.7,1.5,NA,29.5,"AR",NA,53,51,56,NA,0.1,0.1,0.1,61,78,189,159,15,91,67,0.1,0.1,0.3,0.3,0,0.2,0.1
"Franklin","5047",39,39,100,100,7129,"2020-11-30T18:27:21Z",5677,1300,67,NA,79.6,18.2,0.9,NA,61.4,"AR",NA,11,5,10,NA,0.2,0.1,0.1,0,17,11,9,4,15,3,0,0.2,0.2,0.1,0.1,0.2,0
"Fulton","5049",10,10,100,100,5119,"2020-11-30T18:33:53Z",3961,1035,38,NA,77.4,20.2,0.7,NA,57.2,"AR",NA,14,29,7,NA,0.3,0.6,0.1,5,10,9,4,2,1,4,0.1,0.2,0.2,0.1,0,0,0.1
"Garland","5051",56,56,100,100,44199,"2020-11-30T18:27:27Z",29069,14045,396,NA,65.8,31.8,0.9,NA,34,"AR",NA,137,88,27,NA,0.3,0.2,0.1,28,64,88,102,73,51,31,0.1,0.1,0.2,0.2,0.2,0.1,0.1
"Grant","5053",18,18,100,100,8200,"2020-11-24T13:23:02Z",6794,1268,56,NA,82.9,15.5,0.7,NA,67.4,"AR",NA,6,7,10,NA,0.1,0.1,0.1,3,11,9,8,9,6,13,0,0.1,0.1,0.1,0.1,0.1,0.2
"Greene","5055",66,66,100,100,16100,"2020-11-30T18:27:39Z",12670,3058,188,NA,78.7,19,1.2,NA,59.7,"AR",NA,9,17,8,NA,0.1,0.1,0,6,36,43,33,16,9,7,0,0.2,0.3,0.2,0.1,0.1,0
"Hempstead","5057",24,24,100,100,6848,"2020-11-24T13:23:10Z",4470,2138,31,NA,65.3,31.2,0.5,NA,34.1,"AR",NA,6,28,18,NA,0.1,0.4,0.3,4,19,58,24,25,5,22,0.1,0.3,0.8,0.4,0.4,0.1,0.3
"Hot Spring","5059",31,31,100,100,12557,"2020-11-30T18:27:45Z",9202,3082,93,NA,73.3,24.5,0.7,NA,48.8,"AR",NA,15,37,6,NA,0.1,0.3,0,6,26,38,16,17,11,8,0,0.2,0.3,0.1,0.1,0.1,0.1
"Howard","5061",36,36,100,100,4834,"2020-11-30T18:27:51Z",3367,1340,27,NA,69.7,27.7,0.6,NA,42,"AR",NA,13,10,2,NA,0.3,0.2,0,14,20,17,11,8,4,1,0.3,0.4,0.4,0.2,0.2,0.1,0
"Independence","5063",34,34,100,100,14512,"2020-11-30T18:28:15Z",11250,2806,147,NA,77.5,19.3,1,NA,58.2,"AR",NA,29,45,6,NA,0.2,0.3,0,9,99,58,23,17,16,7,0.1,0.7,0.4,0.2,0.1,0.1,0
"Izard","5065",47,47,100,95,5810,"2020-11-30T18:28:24Z",4631,1021,55,NA,79.7,17.6,0.9,NA,62.1,"AR",NA,30,6,2,NA,0.5,0.1,0,2,12,14,4,8,12,13,0,0.2,0.2,0.1,0.1,0.2,0.2
"Jackson","5067",45,45,100,100,5091,"2020-11-30T18:28:29Z",3593,1365,37,NA,70.6,26.8,0.7,NA,43.8,"AR",NA,19,2,8,NA,0.4,0,0.2,5,10,25,5,3,8,11,0.1,0.2,0.5,0.1,0.1,0.2,0.2
"Jefferson","5069",170,170,100,100,25158,"2020-11-30T18:28:36Z",9521,14981,106,NA,37.8,59.5,0.4,NA,-21.7,"AR",NA,24,27,77,NA,0.1,0.1,0.3,73,60,132,26,49,59,23,0.3,0.2,0.5,0.1,0.2,0.2,0.1
"Johnson","5071",22,22,100,95,9498,"2020-11-30T18:28:41Z",6938,2283,97,NA,73,24,1,NA,49,"AR",NA,20,24,17,NA,0.2,0.3,0.2,11,31,30,25,6,13,3,0.1,0.3,0.3,0.3,0.1,0.1,0
"Lafayette","5073",25,25,100,100,2679,"2020-11-30T18:28:46Z",1757,839,9,NA,65.6,31.3,0.3,NA,34.3,"AR",NA,6,7,5,NA,0.2,0.3,0.2,12,13,22,5,1,0,3,0.4,0.5,0.8,0.2,0,0,0.1
"Lawrence","5075",28,28,100,100,5857,"2020-11-30T18:28:52Z",4569,1080,52,NA,78,18.4,0.9,NA,59.6,"AR",NA,45,12,3,NA,0.8,0.2,0.1,2,49,16,8,3,9,9,0,0.8,0.3,0.1,0.1,0.2,0.2
"Lee","5077",9,9,100,100,2848,"2020-11-30T18:28:58Z",1286,1423,8,NA,45.2,50,0.3,NA,-4.8,"AR",NA,14,8,6,NA,0.5,0.3,0.2,26,18,15,7,24,8,5,0.9,0.6,0.5,0.2,0.8,0.3,0.2
"Lincoln","5079",26,26,100,100,3875,"2020-11-30T18:29:04Z",2729,1032,21,NA,70.4,26.6,0.5,NA,43.8,"AR",NA,3,3,4,NA,0.1,0.1,0.1,16,21,14,20,6,2,4,0.4,0.5,0.4,0.5,0.2,0.1,0.1
"Little River","5081",22,22,100,100,5177,"2020-11-30T18:29:10Z",3715,1226,44,NA,71.8,23.7,0.8,NA,48.1,"AR",NA,83,9,1,NA,1.6,0.2,0,19,11,17,7,13,3,29,0.4,0.2,0.3,0.1,0.3,0.1,0.6
"Logan","5083",36,36,100,100,8225,"2020-11-30T18:29:16Z",6441,1544,88,NA,78.3,18.8,1.1,NA,59.5,"AR",NA,28,13,5,NA,0.3,0.2,0.1,6,27,24,16,12,7,14,0.1,0.3,0.3,0.2,0.1,0.1,0.2
"Lonoke","5085",55,55,100,100,30662,"2020-11-24T13:23:37Z",22884,6686,403,NA,74.6,21.8,1.3,NA,52.8,"AR",NA,63,35,97,NA,0.2,0.1,0.3,37,48,71,72,124,19,123,0.1,0.2,0.2,0.2,0.4,0.1,0.4
"Madison","5087",10,10,100,100,7351,"2020-11-30T18:33:48Z",5658,1563,54,NA,77,21.3,0.7,NA,55.7,"AR",NA,3,8,6,NA,0,0.1,0.1,4,18,10,19,3,3,2,0.1,0.2,0.1,0.3,0,0,0
"Marion","5089",31,31,100,100,7503,"2020-11-30T18:29:22Z",5783,1531,65,NA,77.1,20.4,0.9,NA,56.7,"AR",NA,7,7,7,NA,0.1,0.1,0.1,4,19,7,19,27,7,20,0.1,0.3,0.1,0.3,0.4,0.1,0.3
"Miller","5091",19,19,100,100,16529,"2020-11-30T18:29:28Z",11920,4245,101,NA,72.1,25.7,0.6,NA,46.4,"AR",NA,19,41,29,NA,0.1,0.2,0.2,19,27,28,41,17,7,35,0.1,0.2,0.2,0.2,0.1,0,0.2
"Mississippi","5093",18,18,100,89.4672,12342,"2020-11-30T18:29:33Z",7296,4558,120,NA,59.1,36.9,1,NA,22.2,"AR",NA,28,52,19,NA,0.2,0.4,0.2,13,86,49,24,18,44,35,0.1,0.7,0.4,0.2,0.1,0.4,0.3
"Monroe","5095",8,8,100,100,2816,"2020-11-30T18:29:39Z",1545,1147,12,NA,54.9,40.7,0.4,NA,14.2,"AR",NA,5,4,2,NA,0.2,0.1,0.1,19,6,10,33,20,1,12,0.7,0.2,0.4,1.2,0.7,0,0.4
"Montgomery","5097",16,16,100,100,3873,"2020-11-30T18:33:58Z",3046,731,26,NA,78.6,18.9,0.7,NA,59.7,"AR",NA,2,1,9,NA,0.1,0,0.2,3,6,4,7,4,31,3,0.1,0.2,0.1,0.2,0.1,0.8,0.1
"Nevada","5099",15,15,100,100,3358,"2020-11-24T20:30:37Z",2133,1076,8,NA,63.5,32,0.2,NA,31.5,"AR",NA,46,7,8,NA,1.4,0.2,0.2,3,29,5,26,0,3,14,0.1,0.9,0.1,0.8,0,0.1,0.4
"Newton","5101",19,19,100,95,3998,"2020-11-30T18:29:45Z",3192,709,23,NA,79.8,17.7,0.6,NA,62.1,"AR",NA,15,9,8,NA,0.4,0.2,0.2,0,4,13,11,8,4,2,0,0.1,0.3,0.3,0.2,0.1,0.1
"Ouachita","5103",19,19,100,95,9629,"2020-11-30T18:29:53Z",5294,3995,79,NA,55,41.5,0.8,NA,13.5,"AR",NA,10,28,10,NA,0.1,0.3,0.1,13,50,40,59,10,13,28,0.1,0.5,0.4,0.6,0.1,0.1,0.3
"Perry","5105",17,17,100,100,4627,"2020-11-30T18:29:58Z",3479,1012,35,NA,75.2,21.9,0.8,NA,53.3,"AR",NA,12,2,8,NA,0.3,0,0.2,4,2,26,20,14,10,3,0.1,0,0.6,0.4,0.3,0.2,0.1
"Phillips","5107",16,16,100,100,6242,"2020-11-30T18:30:04Z",2417,3623,15,NA,38.7,58,0.2,NA,-19.3,"AR",NA,23,11,4,NA,0.4,0.2,0.1,14,47,44,16,10,5,13,0.2,0.8,0.7,0.3,0.2,0.1,0.2
"Pike","5109",11,11,100,100,4246,"2020-11-30T18:30:10Z",3519,644,41,NA,82.9,15.2,1,NA,67.7,"AR",NA,4,4,3,NA,0.1,0.1,0.1,0,2,12,4,3,4,6,0,0,0.3,0.1,0.1,0.1,0.1
"Poinsett","5111",9,9,100,100,7521,"2020-11-30T18:30:23Z",5918,1424,40,NA,78.7,18.9,0.5,NA,59.8,"AR",NA,38,18,21,NA,0.5,0.2,0.3,2,9,10,10,6,14,11,0,0.1,0.1,0.1,0.1,0.2,0.1
"Polk","5113",17,17,100,100,8490,"2020-11-30T18:30:16Z",7035,1246,83,NA,82.9,14.7,1,NA,68.2,"AR",NA,23,4,8,NA,0.3,0,0.1,4,28,23,10,14,8,4,0,0.3,0.3,0.1,0.2,0.1,0
"Pope","5115",55,55,100,100,24432,"2020-11-30T18:30:28Z",18081,5772,240,NA,74,23.6,1,NA,50.4,"AR",NA,23,21,20,NA,0.1,0.1,0.1,25,51,74,54,18,37,16,0.1,0.2,0.3,0.2,0.1,0.2,0.1
"Prairie","5117",25,25,100,100,3495,"2020-11-30T18:30:34Z",2786,654,16,NA,79.7,18.7,0.5,NA,61,"AR",NA,5,11,3,NA,0.1,0.3,0.1,0,3,8,3,3,2,1,0,0.1,0.2,0.1,0.1,0.1,0
"Pulaski","5119",137,137,100,100,169956,"2020-11-30T18:30:39Z",63687,101947,1668,NA,37.5,60,1,NA,-22.5,"AR",NA,131,290,95,NA,0.1,0.2,0.1,186,363,719,440,74,233,123,0.1,0.2,0.4,0.3,0,0.1,0.1
"Randolph","5121",29,29,100,100,6812,"2020-11-30T18:30:44Z",5355,1215,55,NA,78.6,17.8,0.8,NA,60.8,"AR",NA,12,8,4,NA,0.2,0.1,0.1,9,85,36,10,8,9,6,0.1,1.2,0.5,0.1,0.1,0.1,0.1
"Saint Francis","5123",15,15,100,100,7108,"2020-11-30T18:30:50Z",3242,3604,37,NA,45.6,50.7,0.5,NA,-5.1,"AR",NA,11,57,8,NA,0.2,0.8,0.1,27,22,20,21,15,4,40,0.4,0.3,0.3,0.3,0.2,0.1,0.6
"Saline","5125",42,42,100,100,56959,"2020-11-30T18:30:55Z",39556,16060,595,NA,69.4,28.2,1,NA,41.2,"AR",NA,54,111,36,NA,0.1,0.2,0.1,18,132,148,118,60,43,28,0,0.2,0.3,0.2,0.1,0.1,0
"Scott","5127",26,26,100,100,3551,"2020-11-30T18:31:00Z",2962,483,31,NA,83.4,13.6,0.9,NA,69.8,"AR",NA,9,5,4,NA,0.3,0.1,0.1,3,21,5,5,16,2,5,0.1,0.6,0.1,0.1,0.5,0.1,0.1
"Searcy","5129",15,15,100,100,4019,"2020-11-30T18:31:07Z",3365,588,30,NA,83.7,14.6,0.7,NA,69.1,"AR",NA,9,3,0,NA,0.2,0.1,0,0,2,7,4,4,5,2,0,0,0.2,0.1,0.1,0.1,0
"Sebastian","5131",117,117,100,100,47140,"2020-11-30T18:31:20Z",31198,14487,804,NA,66.2,30.7,1.7,NA,35.5,"AR",NA,56,53,39,NA,0.1,0.1,0.1,29,92,148,98,38,67,31,0.1,0.2,0.3,0.2,0.1,0.1,0.1
"Sevier","5133",17,17,100,100,5202,"2020-11-24T13:23:55Z",3884,1116,55,NA,74.7,21.5,1.1,NA,53.2,"AR",NA,50,1,7,NA,1,0,0.1,18,7,17,10,8,10,19,0.3,0.1,0.3,0.2,0.2,0.2,0.4
"Sharp","5135",25,25,100,100,7566,"2020-11-30T18:31:27Z",5938,1398,52,NA,78.5,18.5,0.7,NA,60,"AR",NA,20,25,24,NA,0.3,0.3,0.3,5,36,13,29,17,6,3,0.1,0.5,0.2,0.4,0.2,0.1,0
"Stone","5137",19,19,100,100,5938,"2020-11-30T18:31:33Z",4616,1180,47,NA,77.7,19.9,0.8,NA,57.8,"AR",NA,18,9,4,NA,0.3,0.2,0.1,2,9,21,19,4,3,6,0,0.2,0.4,0.3,0.1,0.1,0.1
"Union","5139",28,28,100,100,16607,"2020-11-30T18:31:39Z",10478,5584,182,NA,63.1,33.6,1.1,NA,29.5,"AR",NA,74,47,4,NA,0.4,0.3,0,37,32,46,36,48,27,12,0.2,0.2,0.3,0.2,0.3,0.2,0.1
"Van Buren","5141",21,21,100,95,7807,"2020-11-30T18:32:29Z",6034,1593,54,NA,77.3,20.4,0.7,NA,56.9,"AR",NA,6,17,23,NA,0.1,0.2,0.3,4,12,15,19,5,22,3,0.1,0.2,0.2,0.2,0.1,0.3,0
"Washington","5143",154,154,100,100,94266,"2020-11-24T13:23:58Z",47504,43824,1414,NA,50.4,46.5,1.5,NA,3.9,"AR",NA,97,111,51,NA,0.1,0.1,0.1,131,105,361,313,107,212,36,0.1,0.1,0.4,0.3,0.1,0.2,0
"White","5145",93,93,100,100,30885,"2020-11-30T18:33:01Z",24182,5978,395,NA,78.3,19.4,1.3,NA,58.9,"AR",NA,37,35,16,NA,0.1,0.1,0.1,12,64,78,40,11,26,11,0,0.2,0.3,0.1,0,0.1,0
"Woodruff","5147",20,20,100,100,2476,"2020-11-30T18:32:41Z",1543,856,14,NA,62.3,34.6,0.6,NA,27.7,"AR",NA,3,7,5,NA,0.1,0.3,0.2,4,10,9,6,6,1,12,0.2,0.4,0.4,0.2,0.2,0,0.5
